"Post Unique Reference","Name","Grade","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"141691","N/D","SCS2","Director International Security Policy","Security co-operation activiity - NATO/EU/UN, Europe and North Africa, North America, Russia, China, Koreas and Japan; Arms Control and Counter Proliferation, Conflict Pool Director","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","140333","0","1.00","85000","89999","","Other","","1"
"188553","N/D","SCS2","Director Judicial Engagement Policy","Policy on judicial and external scrutiny of MOD business, including Iraq and other public enquiries, inquests and significant claims against the department.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","140333","19526","1.00","95000","99999","","Other","","1"
"142008","N/D","SCS2","Director Operational Policy","CT & SF Policy; NI and GB issues; policy context for planning and conduct of operations; Iraq/Afghanistan/Iran/South America(inc Brazil, Argentina, Falklands, Chile); Stabilisation Unit Director","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055683","19526","1.00","80000","84999","","Other","","1"
"142662","N/D","SCS1","Head Arms Control & Proliferation","Provide advice on all aspects of counter-proliferation, disarmament and arms control, both policy and implementation","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055683","1033942","1.00","65000","69999","","Other","","1"
"1121412","N/D","OF-6","Head Chemical,Biological,Radiological & Nuclear Policy","Policy lead for countering all aspects of the threat posed by CBRN weapons of mass destruction (WMD)","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055716","120803","1.00","95000","99999","","Military","","1"
"1591691","N/D","OF-6","Head DJEP Military Liaison Co-ordination","Policy on judicial and external scrutiny of MOD business, Military Liaison","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","188553","0","1.00","95000","99999","","Military","","1"
"170603","N/D","SCS1","Head Judicial Reviews & Defence Inquests Unit","Policy on judicial and external scrutiny of MOD business, Judicial Reviews and inquests","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","188553","74246","1.00","65000","69999","","Other","","1"
"1062827","N/D","OF-7","Head of British Defence Staff-United States and Defence Attaché.","The DA is Her Majesty’s Ambassador’s senior adviser on defence issues, and as Head of the BDS-US has responsibility for all military and civilian MoD personnel located both within the Embassy and in 34 states across the USA.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","140333","0","1.00","110000","114999","","Other","","1"
"1055688","N/D","OF-6","DOC-Head","Produce Defence Operational Lessons and conduct Audit of Defence capability","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","109715","481725","1.00","95000","99999","","Military","","1"
"135042","N/D","SCS1","Head International Acquisition Policy","International acquisition issues within MOD and wider Government & US, FR, the EU (EDA) and NATO; US/UK Defence Trade Treaty; UK-France Higher Level Working Group","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","167105","0","1.00","65000","69999","","Other","","1"
"142856","N/D","SCS1","Head International Policy & Planning(Civilian)","Delivery of global military strategic planning; development of security co-operation, conflict prevention and security sector reform in the Levant, Sub-Saharan Africa, South and South East Asia; recruit, direct and support worldwide Defence Attaché and Loan Service network","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","141691","148044","1.00","65000","69999","","Other","","1"
"1561030","N/D","OF-6","Head International Policy & Planning(Military)","Delivery of global military strategic planning; development of security co-operation, conflict prevention and security sector reform in the Levant, Sub-Saharan Africa, South and South East Asia; recruit, direct and support worldwide Defence Attaché and Loan Service network","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","141691","0","1.00","95000","99999","","Other","","1"
"1055731","N/D","OF-6","Head Joint Capability","Shape, evaluate, arbitrate and advise on the delivery of current and future integrated capability in order to enable the UK to plan, prepare for and execute joint and combined operations.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055692","54720","1.00","95000","99999","","Military","","1"
"148649","N/D","SCS1","Head NATO & Europe Policy","Policy advice directed at promoting the UK’s security interests through NATO and the EU and with European partners.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","141691","19526","1.00","65000","69999","","Other","","1"
"193948","N/D","SCS1","Head Cyber Policy & Plans","Lead on Cyber Policy and Plans; Executive for Defence Cyber Security Programme; OCSIA and Agency engagement","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055716","0","1.00","65000","69999","","Other","","1"
"00104017","Scholefield, Susan","SCS3","Director General Human Resources & Corporate Services","DGHRCS is the MOD's Civilian Workforce Process Owner (responsible for the development of MOD's corporate Civilian Workforce Strategy and policies to ensure MoD has sufficient, capable and motivated civilian personnel to deliver Defence outputs) and is owner of the People Pay and Pensions Agency.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","104016","117797","1.00","125000","129999","","Human Resources","","1"
"00104018","Andy Gray","SCS2","Director Civilian Personnel (DCP)","DCP is responsible for delivering the Corporate HR element of MOD’s Civilian HR structure.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00104017","488772","1.00","80000","84999","","Human Resources","","1"
"00194018","N/D","SCS1","HRD-Hd of Human Resource Business Partners","The Principal HR Business Partner provides the professional focus for the HR Business Partner function both internally within MOD and across the Civil Service.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00104018","2664171","1.00","65000","69999","","Human Resources","","1"
"00108754","N/D","SCS1","DCP-Head of Corporate Capability","Head of DCP-Corporate Capability is responsible for the management of the Senior Civil Service","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00104018","1357734","1.00","65000","69999","","Human Resources","","1"
"00106838","N/D","SCS1","DCP-Head of Employment Framework","Head of DCP-Employment Framework is responsible for Civilian HR policy relating to conditions of service for all civilian employees, coordination of work with TSol and CLS in connection with Employment Tribunal and other employment related Litigation.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00104018","1600251","1.00","65000","69999","","Human Resources","","1"
"00100916","Stephen Love","SCS2","Chief Constable MoD Police & Guarding Agency","The MDP Chief Constable is responsible (as Chief Executive of the Ministry of Defence, Policing and Guarding Agency) for the delivery of effective Policing and Guarding in support of the UK's Defence capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00104017","90841","1.00","145000","149999","","Other","","1"
"00100919","N/D","SCS1","Deputy Chief Constable MDPGA","Deputy Chief Constable MDP is responsible for the delivery of specialised civilian policing services to MOD establishments in the UK, both military and civilian, inclusive of armed guarding and suppoort to national critical infrastructure.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00100916","97849701","1.00","65000","69999","","Other","","1"
"00184198","N/D","SCS1","Head of Unarmed Guarding","Head of Unarmed Guarding is responsible for the MOD Guard Service (MGS) whose role is to provide unarmed guarding and access control services to MOD units across the UK.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00100916","153972","1.00","65000","69999","","Policy","","1"
"00113908","N/D","SCS1","Agency Secretary MDPGA","The Agency Secretary MDPGA is responsible for providing Financial, Secretarial, Parliamentary and other Corporate service assistance and advice to the Chief Constable/Chief Executive of the MDPGA and other senior colleagues","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00100916","1304703","1.00","65000","69999","","Policy","","1"
"00111789","Mark Preston","SCS2","Director Business Resilience (DBR)","Director Business Resilience (DBR) is the Process Owner for Security and Business Continuity and supports 2nd PUS as Process Owner for Health, Safety, Environmental Protection and Sustainable Development.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00104017","38421","1.00","85000","89999","","Policy","","1"
"00111791","N/D","SCS1","DBR-Head of Defence Security Policy","Head of Defence Security (DBR-DefSY) is responsible for developing, promulgating and monitoring the Department’s protective security policy and standards.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00111789","1323602","1.00","65000","69999","","Policy","","1"
"00111792","N/D","SCS1","DBR-Head of Safety, Sustainable Development & Continuity Policy","Head of Safety, Sustainable Development & Continuity (DBR-SSD&C) is the policy lead for Safety, Sustainable Development, Environmental Protection and Business Continuity.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00111789","1036887","1.00","65000","69999","","Policy","","1"
"00111800","N/D","SCS1","DBR-Head of Common Law Claims & Policy","Head of DBR-Common Law Claims & Policy (DBR-CLC&P) is primarily responsible for processing common law, non-contractual, compensation claims against and on behalf of the MOD at home and overseas.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00111789","539685","1.00","65000","69999","","Policy","","1"
"1597768","Surg V Adm P Raffaelli","OF-8","Surgeon General","This post is HQ Surgeon General and his role is the Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","109715","0","1.00","135000","139999","","Military","","1"
"1595960","Maj Gen S Andrews","OF-7","SG - Director of Strategy and Change","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1597768","1033591","1.00","105000","109999","","Military","Includes SGD PA","1"
"1364692","AVM P Evans","OF-7","Commander - Joint medcial command","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1597768","233685657","1.00","105000","109999","","Military","","1"
"1568418","Surg R Adm L Jarvis","OF-7","SG - Assistant Chief of the Defence Staff (Health)","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1597768","2185717","1.00","105000","109999","","Military","","1"
"1584913","N/D","OF-6","Head of Healthcare","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1364692","681847","1.00","95000","99999","","Military","","1"
"1613296","N/D","OF-6","Head of Medical Operations and Plans","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1568418","0","1.00","95000","99999","","Military","","1"
"1596309","N/D","OF-6","Dean - Defence Postgraduate Deanery","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1364692","386561","1.00","95000","99999","","Military","","1"
"1596254","N/D","OF-6","Commandant - Defence Dental Services","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1364692","7153846","1.00","95000","99999","","Military","Includes Head of Medical Operations and Plans PA","1"
"1598310","N/D","OF-6","Head of Medical Strategy and Policy","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1568418","1619762","1.00","95000","99999","","Military","","1"
"1550008","N/D","OF-6","Inspector General","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1595960","125021","1.00","95000","99999","","Military","","1"
"1597976","N/D","OF-6","Commandant - Defence Medical Group","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1364692","8950650","1.00","95000","99999","","Military","","1"
"1598066","N/D","OF-6","Medical Director","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1364692","9782261","1.00","95000","99999","","Military","","1"
"00149898","N/D","SCS1","Head of Secretariat","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1568418","475369","1.00","65000","69999","","Policy","","1"
"00184002","N/D","SCS1","Head of Corporate Services","This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1595960","1046062","1.00","65000","69999","","Planning","","1"
"000000000","N/D","SCS4","PUS and CDS","This is not a post.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","XX","0","0.01","0","0","","","Post created to show integrated (military/civilian) top level structure","1"
