Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Profession,Notes,Valid?
172101,Air Marshal Kevin Leeson,OF-8,Chief of Materiel (Air),"COM(Air) is accountable to CDM for ensuring the operational focus of DE&S and its outputs to meet DCDS(Cap) and Front Line Command requirements. This includes assuring the supply and support of Air systems and logistics to current and future operations. A member of the DE&S Main Board, Air Force Board, Air Command Operating Board, Joint Command Board and Extended Joint Capability Board, COM(Air) negotiates the Air Command agreed 4-year support programme and the associated Joint Business Agreement. COM(Air) is also responsible for oversight of technical airworthiness within DE&S, and is Chief Engineer (RAF).",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130101,DESCofMAir-MA1@mod.uk,9000,0,1,N/D,,,Military,Support staff reflected under CDM,1
1645170,Major General Chris Deverell,OF-7,Director Materiel Strategy,"Director Materiel Strategy leads a joint programme, with the DE&S Chief of Staff, to re-evaluate all aspects of the organisation’s work as plans for change are developed. The programme aims to achieve best value in Defence Materiel, through an Equipment and Support Programme that is balanced and affordable, and with a DE&S that has the management flexibility and authority to deliver its business effectively. ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130014,DESCDM-OuterOffice@mod.uk,9000,0,1,N/D,,,Military,Support staff reflected under CDM,1
1,David Ball,SCS2,Director Human Resources,"The HR team provides HR Strategy and Manpower information to support DE&S; Leadership and skills team including management of the Aspire development scheme; HR Plans, include Employee Relations with Trades Unions; HR Operations, including recruitment and management of the Redeployment Pool; HR Business Partners embedded within the Operating Centres.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9132240,DESHR-DirSO@mod.uk,9005,447762,1,95000,99999,,Human Resources,,1
178,N/D,SCS1,Head of International Relations,"IRG is the focal point within DE&S for initiatives and policies in multi-national organisations such as NATO, the European Commission, the European Defence Agency (EDA) and the Organisation for Joint Armaments Co-operation (OCCAR), is responsible for effective government-to-government relationships with key national partners such as the USA and France, and leads for DE&S on restructuring of European Defence Industry. IRG also leads on the negotiation of procurement-related Memoranda of Understanding (MOU) with partner nations.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9132601,DESCCS-PS@mod.uk,9005,424667,1,N/D,,,Policy,,1
3321,Howard Mathers,SCS2,Director Safety & Engineering,"The Director Safety and Engineering (DS&E) is responsible for driving, developing and delivering safety and engineering expertise and capabilities in order to equip and support our armed forces. DS&E plays a critical part in maintaining DE&S’s role in leadership of Defence acquisition, with its exceptional safety management challenges.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9133018,DESSafetyEng-DirMA@mod.uk,9005,8767700,1,80000,84999,,Operational Delivery,,1
9190,N/D,SCS1,Head of Infrastructure,"The DE&S Infrastructure team is responsible for the most complex and difficult infrastructure in the MoD estate, ranging from the three major Naval bases to very large explosive stores. The DE&S Infrastructure itself poses significant operational, safety, security and environmental risks to maintaining outputs and the groups within the Infrastructure team provide expert knowledge and skills to manage those risks.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9132601,DESCCS-PS@mod.uk,9005,3295156,1,N/D,,,Property and asset management,,1
9474,N/D,SCS1,Head of Equipment Support Continuous Improvement Team,"ESCIT provides an enduring in-house support solution advice capability in order to deliver effectiveness, efficiency and flexibility benefits to the Armed Forces. ESCIT works with project teams to help them realise the benefits of optimising the support chains of the equipment and systems operated by the Armed Forces. The team has a proven track record of delivering efficiencies over the past five years. The return on investment generated by the team is currently 27:1 near cash.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9132601,DESCCS-PS@mod.uk,9005,2067134,1,N/D,,,Programme and Project Management (PPM),,1
170772,Les Mosco,SCS2,Director Commercial,"D Commercial is responsible for delivering a coherent and professional commercial service across the DE&S, and for providing advice, and support to senior commercial managers and Programme Teams across DE&S.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130007,DESComrcl-DirPS1@mod.uk,9005,597902,1,160000,164999,,Procurement,,1
180876,N/D,SCS1,Head of Sustainable Procurement,"MOD is heavily reliant on fossil fuels and other scarce resources and produces an estimated 6m tonnes of CO2 each year. We therefore have a key role to play in tackling the implications of climate change and resource depletion and ensuring that Defence Capability can be delivered effectively in the long-term. This team is responsible for integrating Sustainable Development principles throughout MOD acquisition processes, taking a through-life approach to procurement to deliver solutions which consider all aspects of Sustainable Development, and working to maintain and improve operational sustainability.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9132601,DESCCS-PS@mod.uk,9005,259192,1,N/D,,,Procurement,,1
9105,N/D,OF-6,Head Defence Logistic Operations,"As part of the Defence Crisis Management Organisation, Def Log Ops provides strategic logistics input to current and contingent operations. In addition, Def Log Ops is the Defence Joint User for Logistics and is the focus for the UK's multinational logistics engagement with NATO, the EU and partner nations. The team is based in Main Building.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0209 218 2330,acdslogops-MA@mod.uk,9102,3914820,1,N/D,,,Military,,1
9155,N/D,OF-6,Head Defence Logistics Policy,"Def Log Pol leads the development of policy and strategy in support of ACDS (Log Ops) in his role as Logistics Process Architect, working to bring coherence and consistency to the development of logistics capabilities and delivery of the logistics process. The team is based in Ensleigh.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0208 218 2330,acdslogops-MA@mod.uk,9102,4105922,1,N/D,,,Military,,1
10430,N/D,SCS1,Head of Commercial Joint Support Chain,Head of Commercial JSC is responsible for providing commercial advice and assurance to D JSC and commercial functional line management to all commercial staff within the Operating Centre.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,2007600,1,N/D,,,Procurement,,1
18625,N/D,OF-6,Head of Supply Chain Management,"SUpply Chain Management provides a range of supply and support chain change programmes and capabilities to DE&S and to the Front Line to help improve effectiveness and efficiency, to maintain the coherence of the Joint Supply Chain, and to promote and develop the Joint Supply Chain as a single end-to-end process.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,19079750,1,N/D,,,Military,,1
18628,N/D,OF-6,Head of Defence Support Chain Operations & Movements,"DSCOM delivers Supply Chain and Movements Support to operational and training theatres around the globe, based on very close relationships with the MOD, Permanent Joint Headquarters and the Front Line Commands (Land Forces, Navy and Air). DSCOM provides the operations focus for DE&S, coordinating wider DE&S operational support activity to ensure the timely and correctly prioritised delivery of equipment and materiel.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,5413596,1,N/D,,,Military,,1
18629,N/D,OF-6,Head Defence Fuels Group,"Responsible for the efficient and effective provision of fuels, lubricants and industrial gases to our Armed Forces worldwide. Responsible for management of the physical supply chain including policy, procedures and regulations, procuring aviation, marine and ground fuels as well as lubricants and industrial gases for its customers, ensuring that they are delivered or made available to the correct quality wherever and whenever they are needed. The Defence Fuels Group is the MOD licensing authority for fuel installations.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,4744008,1,N/D,,,Military,,1
18631,N/D,OF-6,Head of Logistic Commodities,"The Logistics Commodities Cluster teams comprise Defence Food Services, Defence Clothing, and Medical & General Supplies. In addition, Hd Logistics (Commodities) is responsible for delivering the Commodities Cluster collocation programme, which will bring the currently dispersed teams to Abbey Wood in Novemnber 2011 as part of Joint Support Chain collocation.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,10566646,1,N/D,,,Military,,1
21000,N/D,OF-6,Head of British Forces Post Office,"Based at RAF Northolt, the British Forces Post Office supports and delivers official and private mail for MOD and service personnel, working in partnership with Royal Mail Group and UK military personnel overseas. Key outputs are the Defence Postal Services (private mail), Defence Courier Services (worldwide distribution of protectively marked material), Defence Mail Service (official mail), and related support to other government departments, including the Foreign and Commonwealth Office.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,0,1,N/D,,,Military,Staff reflected under JSC COO,1
46000,Neil Firth,SCS2,Head of Joint Support Chain (Services),"JSC Services provides strategic warehousing, distribution, processing, maintenance and storage for explosive and non-explosive materiel within the supply chain for FLCs, DE&S and wider Defence. As such, support to current and future operations is JSCS’s highest priority. The Business Unit is currently under a major review (The Future Defence Storage and Distribution Programme - FDSDP), following the HM Treasury led Operational Efficiency Programme.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,0,1,140000,144999,,Operational Delivery,Staff reflected under JSC COO,1
105258,N/D,OF-6,Head Disposal Services Authority,"Located in Bicester and ABW. The Commercial Disposals group (located at Bicester) is responsible for securing the best overall return to the taxpayer from the sale, through specialist contractors, of surplus equipment and material, either for continued use or for recycling. Capital Equipment Sales (located at Abbey Wood Bristol) are responsible for Government to Government sale of surplus capital platforms, together with supporting contracts with industry and the provision of after-sales support.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,0,1,N/D,,,Military,Staff refected under JSC COO,1
179865,N/D,OF-6,Head Logistics Network Enabled Capability Programme,"The Logistics Network Enabled Capability (Log NEC) programme exists to transform the current complex web of logistic processes and systems into a streamlined, optimised, agile and effective 'end to end' logistics support chain, fully integrated with the front line industry.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,30530045,1,N/D,,,Military,,1
182672,N/D,SCS1,Head Corporate Services JSCS,"Responsible for the provision of corporate services, including financial and commercial management, of the Defence Storage and Distribution Agency, and for its successor JSC Services during the period of transition to a new organisational structure.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,3275797,1,N/D,,,Programme and Project Management (PPM),,1
191594,N/D,SCS1,Head Provider Management,"Responsible for the management of the transition of formerly DSDA teams from an Agency structure to the new JSC Services organisation, and for the transformation of the underlying business assets and processes for maximum efficiency, and also for the procurement of supply chain related services including UK, EU and Global Freight, Rail Freight, Global Removals and Defence Travel.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,18623,881793,1,N/D,,,Programme and Project Management (PPM),,1
22411,N/D,SCS1,Head of Commercial Land Equipment,Head of Commercial Land Equipment is responsible for providing commercial advice and assurance to D LE and commercial functional line management to all commercial staff within the Operating Centre.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130815,DESLE-DirMA@Mod.uk,23490,1160908,1,N/D,,,Procurement,,1
22483,N/D,SCS1,Head of General Support Group,"The General Support Group delivers a broad portfolio of in-service outputs, UORs and new equipment projects in the Land Environment, including vehicles and battlefield utilities and services.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130815,DESLE-DirMA@Mod.uk,23490,13915328,1,N/D,,,Programme and Project Management (PPM),,1
23498,N/D,SCS1,Head of Combat Wheels Group,"Combat Wheels Group’s two Delivery Teams provide development, procurement, support and sustainment of protected patrol vehicles and mobility support equipment, vehicles and systems for the armed forces. The majority of this equipment is provided in response to Urgent Operational Requirements (UOR) for Afghanistan. These systems are key to operational success. They include vehicles: Mastiff, Ridgeback, Jackal, Wolfhound, Husky, Coyote, Snatch, Vector and Warthog; military bridging; the Terrier combat engineer system and the new Light Protected Patrol Vehicle (LPPV), together with large elements of the Counter-IED capability.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130815,DESLE-DirMA@Mod.uk,23490,6161291,1,N/D,,,Programme and Project Management (PPM),,1
110867,N/D,SCS1,Head of Portfolio & Programme Support,"Responsible for overall portfolio management of the Land Equipment Operating Centre including the effective prioritisation of resources to match customer requirements, generic safety, engineering and programme management issues and delivery of a Programme Support Function to Land Programme Boards.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130815,DESLE-DirMA@Mod.uk,23490,0,1,N/D,,,Programme and Project Management (PPM),Staff costs reflected in D Land Equipment,1
172024,N/D,OF-6,Head of Combat Tracks Group,"Combat Tracks Group is responsible for the development, production and in-service support of the Army’s armoured tracked vehicles and their sub-systems including Scout and the Warrior Capability Sustainment Programme. Responsibilities also include the development, production and in-service support of Land Forces indirect fire systems, including guns, rockets, C4I, radars and joint fires integration equipment.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130815,DESLE-DirMA@Mod.uk,23490,13591932,1,N/D,,,Military,,1
182282,N/D,OF-6,Head of Individual Capability Group,"The ICG equips and supports front line soldiers across Defence with the equipment they need to engage in Dismounted Close Combat. This includes: small arms up to light mortars; surveillance and target acquisition equipment including night vision devices; body armour, helmets, load carrying equipment and ancilaries. The ICG also sustains batteries across Defence, as well as hand held photographic equipment.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130815,DESLE-DirMA@Mod.uk,23490,5506987,1,N/D,,,Military,,1
188023,N/D,SCS1,Head Business Transformation,"Responsible for leading the transformation of the Land Equipment Operating Centre, bringing together the Land Equipment Industrial Strategy with changes to how the Operating Centre operates to improve business performance.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130815,DESLE-DirMA@Mod.uk,23490,0,1,N/D,,,Programme and Project Management (PPM),Staff costs reflected in D Land Equipment,1
2497,N/D,SCS1,Head of ISS Networks,The ISS Networks team is responsible for all Information and Communications networks in the MOD.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,12184487,1,N/D,,,Knowledge and Information Management (KIM),,1
4210,N/D,OF-6,Head Bowman And Tactical Communication Information Systems,"The BATCIS Delivery Team is responsible for delivery and through life support of: the Bowman secure voice and data tactical network to all three Front Line Commands, approximately 45,000 radios and the associated complex installation of this equipment into over 13,000 platforms, a number of bespoke Tactical CIS equipments such as the Manpack Tactical Satellite radio, UK/US Interoperability Radios, 60,000 standard Personal Role Radios (PRR) and 11,000 secure versions of the PRR. The team also delivers the new Hearing protection system for all personnel deploying on Op HERRICK.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,6455395,1,N/D,,,Military,,1
5163,N/D,OF-6,Head ISS Programmes,"The ISS Programmes Group is responsible for managing a coherent programme across ISS which develops and delivers a dynamic set of integrated information and communication services, optimises the use of resources and delivers maximum benefit for the end user and the MoD.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,3334281,1,N/D,,,Military,,1
31698,N/D,SCS1,Head ISS Internal Service Provider,The Internal Services Provider team provides in-house specialist ISS services to DE&S and the wider MOD.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,21957198,1,N/D,,,Programme and Project Management (PPM),,1
33010,N/D,OF-6,Head ISS Service Operations,"The Service Operations Directorate is accountable for assuring the delivery of all ISS outputs, providing secure Information and Communication Services to the operational commander in the field.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,14255246,1,N/D,,,Military,,1
33011,N/D,OF-6,Head Defence Information Infrastructure,"The Defence Information Infrastructure (DII) Delivery Group is responsible for the provision of secure computing infrastructure, operating across the Restricted, Secret and Top Secret security domains, at fixed sites in UK and overseas, on board ships and submarines, and at deployed HQ in operational theatres. The Group is currently part way through replacing the multitude of existing IS systems with a common capability via the DII/F contract with ATLAS (a HP led consortium); currently covering over 800 sites and supporting, 111,000 access devices and 258,000 users in the Restricted domain alone. Team also support operations in Afghanistan by providing additional interim Command and Control capabilities.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,18573576,1,N/D,,,Military,,1
33013,N/D,OF-6,Head Network Technical Authority,"The MOD Network Technical Authority (NTA) is responsible for ensuring the technical coherence of Networks and for informing its future architecture and design. The NTA is responsible for formalising the technical approach for any component or system that will be connected to the Defence Network; this is to minimise impact to the network and ensure changes conform to the long-term strategy and architecture for the Defence Network. NTA will define a coherent technical strategy and architecture for the Defence Network, in support of the network capability architecture and in line with the System of Systems Approach, assuring the design of the network by guiding the Delivery Teams and approving high level designs that impact the Defence Network. The NTA will improve the Defence Network by providing appropriate expertise to address network-wide issues.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,2917125,1,N/D,,,Military,,1
34282,N/D,SCS1,Head Applications Services Team,"The Applications Services team is responsible for delivering efficient and effective Application Services across Defence, including: Command and control support for planning and the command and control of operations. Joint Command and Control Support Programme (JC2SP) Air Movements Operations (AMO) Defence Medical Information Capability Programme (DMICP) Defence eCommerce Service (DECS) Defence e-Learning Delivery and Management Capability (DELDMC) Defence Individual Training Management (DITM) Electronic Booking Interface System (EBIS) Incident Recording and Information System (IRIS)",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,5411325,1,N/D,,,Knowledge and Information Management (KIM),,1
34860,N/D,SCS1,Head ISS Commercial,"ISS Hd Commercial is responsible for procurement and commercial assurance and for the award and management of contracts within ISS. The Commercial division also leads on strategic Industry facing issues including key supplier management. Hd Commercial delivers ICS catalogue services for defence and wider government, and internal consultancy both to ISS and wider MOD.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,1514096,1,N/D,,,Procurement,,1
188627,N/D,SCS1,Head Office of Chief Information Officer,"The CIO team are responsible for the Information Governance and Information Management processes within DE&S. Delivering the DE&S Information Strategy, Information Campaign, Information Risk policy and ensuring that DE&S achieves Information Assurance Maturity Model Level 3 by 2012. The team is also responsible for the IS delivery to the collocation project, delivery of release 2b (Alamein) to DE&S users, Information Capability Assurance to ICT projects, reduction of DE&S IS legacy and the intelligent customer role for the delivery of CIS to DE&S.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,1557158,1,N/D,,,Programme and Project Management (PPM),,1
190517,N/D,OF-6,Hd SANGCOM,"The UK supports the Saudi Arabian National Guard (SANG) by providing advice and assistance in the procurement, operation and maintenance of SANG communications and computer systems. These projects are managed by the MOD, specifically by the DE&S (Director ISS) SANGCOM team, which is based mainly in the Kingdom of Saudi Arabia",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,1728292,1,N/D,,,Military,,1
192717,N/D,SCS1,Head Finance Information Systems & Services,"Professional head of Finance within the ISS Operating Centre, responsible for financial planning, in year management, financial accounting and financial assurance and approvals",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,01225 815649,DESISS-DirEA@mod.uk,33009,339564,1,N/D,,,Finance,,1
52,N/D,SCS1,Head of Commercial-Intelligence Surveillance Target Acquisition Reconnaissance,Head of Commercial ISTAR is responsible for providing commercial advice and assurance to D ISTAR and commercial functional line management to all commercial staff within the Operating Centre.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9136018,DESISTAR-DirectorsOffice@mod.uk,3594,2268897,1,N/D,,,Procurement,,1
47,N/D,OF-6,Head of Typhoon,"The Typhoon project team is responsible for the management of the Typhoon programme, including the development and production of future capability and Aircrew Synthetic Training Aids (ASTA) programmes. Management of the support elements of the programme and the development and management of strategies which aim to support Typhoon throughout its operational life, including Integrated Logistics Support and Supply Chain Management. The team is also responsible for the through-life management of the Typhoon Weapon System (Avionics, General Systems & Structures, Propulsion and Information Systems) and for the integration of weapons onto the aircraft platform.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131706,DESCA-DirMA@mod.uk,51335,10513076,1,N/D,,,Military,,1
1781,N/D,SCS1,Head of Flying Training Support,The Flying Training Support Team is responsible for delivering military flying training through a programme of incremental acquisition that demonstrates commercial best practice; ensuring the transition from legacy equipment and platforms is seamless.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131706,DESCA-DirMA@mod.uk,51335,4077451,1,N/D,,,Programme and Project Management (PPM),,1
5299,N/D,OF-6,Head of Joint Combat Aircraft,"Responsible for delivering the F35 Lightening II Joint Strike Fighter into UK service as the Joint Combat Aircraft. Additionally, responsible for preparing the UK Infrastructure to receive, operate and support JCA through life, minimising cost of ownership and maximising operational capability, and for delivering a UK Industrial Solution as part of the programme which advances the UK’s Industrial Strategy and maximises UK industry involvement in the through life arrangements.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131706,DESCA-DirMA@mod.uk,51335,5696555,1,N/D,,,Military,,1
153535,N/D,SCS1,Head Combat Air Business Industrial Strategy,"This team is responsible for developing the strategic direction for the Combat Air Operating Centre, including the Fixed Wing Sector Strategy. They also include the Unmanned Air Systems (UAS) Delivery Team, which manages all DE&S UAS programmes/projects to deliver current and future front-line capability.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131706,DESCA-DirMA@mod.uk,51335,635112,1,N/D,,,Programme and Project Management (PPM),,1
172154,N/D,SCS1,Head of Commercial Combat Air,Head of Commercial Combat Air is responsible for providing commercial advice and assurance to D Combat Airand commercial functional line management to all commercial staff within the Operating Centre.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131706,DESCA-DirMA@mod.uk,51335,1045437,1,N/D,,,Procurement,,1
174689,N/D,SCS1,Typhoon NETMA,..,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131706,DESCA-DirMA@mod.uk,51335,0,1,N/D,,,Programme and Project Management (PPM),NATO post therefore no staff attributed,1
179189,N/D,OF-6,Head of Harrier Survival Tornado & Safety Equipment,"The Harrier, Survival, Tornado and Safety Equipment team is responsible for a variety of Safety-related equipment on fast jet aircraft, and for the maintenance and support of the Harrier and Tornado aircraft.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131706,DESCA-DirMA@mod.uk,51335,12880669,1,N/D,,,Military,,1
192782,N/D,SCS1,Head CA ST-Fin,"Professional head of Finance within the Combat Air Operating Centre, responsible for financial planning, in year management, financial accounting and financial assurance and approvals",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131706,DESCA-DirMA@mod.uk,51335,0,1,N/D,,,Finance,Staff included in Head Combat Air Commercial,1
165354,N/D,SCS1,JSC Chief Operations Officer,"Responsible for the day to day running of the Defence Storage and Distribution Agency, and for its successor JSC Services during the period of transition to a new organisational structure.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,1601318,42255871,1,N/D,,,Programme and Project Management (PPM),,1
18623,Major General Ian Copeland,OF-7,Director Joint Support Chain,"The Joint Support Chain sustains the UK's fighting power through the delivery of materiel and the movement of personnel world-wide. Led from its headquarters in Abbey Wood, it also provides a wide range of logistic services to both the Front Line Commands, Permanent Joint Headquarters and their DE&S partners. The JSC provides: storage and distribution of materiel; management of allocated commodities, services and items; authorised policy and approved technical support services and to facilitate strategic deployment; sustainment and recovery of forces.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130027,DESJSC-DirMA@mod.uk,170310,0,1,N/D,,,Military,,1
24359,N/D,OF-6,Head Customer Support Team (Land),"The CST (L) supports COM(Land) in his responsibilities as a DE&S Board Member, as DE&S Land Forces Champion, Army Board member and Army lead for the Logistic Defence Line of Development (DLOD). In this capacity, CST (L) also acts as a key agent in developing, maintaining and supporting DE&S’ relationship with Land Forces (LF).",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130045,DESCofMLand-OuterOffice@mod.uk,170310,0,1,N/D,,,Military,Staff reflected under Head Customer Support (Air),1
9285,N/D,SCS1,Head Maritime Change Programme,"The Maritime Change Programme provides an overarching framework encompassing a federation of change programmes in the DE&S Maritime domain. Accountable to CoM(F) and COO, the team was established to maximise the early benefits from these programmes, manage the coherency between programmes, and exploit the opportunities arising from the Defence Industrial Strategy. The vision is to achieve an optimised maritime sector, including the three Naval Bases, by realising four main outcomes: Centres of Specialisation in Upkeep, Fleet Time Engineering and Amphibious expertise; Industry incentivised to improve performance and reduce cost; optimum flexibility and capacity commensurate with the Navy Command agreed level of risk; sufficient skills base and Suitably Qualified and Experienced Personnel to satisfy an intelligent customer role.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130045,DESCofMFleet-OuterOffice@mod.uk,170311,1397064,1,N/D,,,Programme and Project Management (PPM),,1
62452,N/D,OF-6,Naval Base Commander Portsmouth,"Portsmouth Naval Base is the home of almost two-thirds of the Royal Navy's surface ships, including the current carriers, Type 45, Type 42, Hunt-class mine hunters, and half of the Type 23 fleet; and will be the home of the Queen Elizabeth Class. Commander Naval Base Portsmouth is responsible for the delivery of the Sea Mounting Centre at Marchwood, and is the Senior Reporting Officer for the Defence Marine Services. The Naval Base is home to and supports many MOD and Lodger units. The Naval Base Commander is accountable to Director Ships for the delivery and support of the Surface Ships based at Portsmouth. In partnership with the BAES Surface Ships, he is responsible for providing the quality of service outputs required to support ships, support the base and support people at the Naval Base.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130045,DESCofMFleet-OuterOffice@mod.uk,170311,20406760,1,N/D,,,Military,,1
64206,N/D,OF-6,Naval Base Commander Clyde,"Clyde Naval Base comprises the Faslane Naval Base, the Royal Navy Armament Depot Coulport, HMS Caledonia at Rosyth, the Navy Buildings at Greenock and a number of military ranges. As the Authorisee for the Nuclear site, the Naval Base Commander is accountable to Director Submarines for the delivery, support and safety of the nuclear programme. In partnership with the MoD, Babcock Marine is responsible for providing the quality of service and support of three Naval Base outputs of Vessels, Weapons and Operational support. The Babcock Terms of Business Agreement sets out a long term partnering relationship for surface ship and submarine support at Rosyth and Clyde.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130045,DESCofMFleet-OuterOffice@mod.uk,170311,26141052,1,N/D,,,Military,,1
65000,N/D,OF-6,Naval Base Commander Devonport,"Devonport Naval Base is home to the Royal Navy’s large amphibious ships, the Hydrographic Surveying Squadron, Trafalgar Class submarines and approximately two thirds of the frigate force. It is also the principal base for Flag Officer Sea Training and his operational sea training staff. The Naval Base Commander is accountable to Director Ships and Director Submarines for the upkeep of all ships and submarines based at Devonport. Babcock Marine own approximately one half of the site, and the Babcock Terms of Business Agreement sets out a long term partnering agreement for surface ship and submarine support at Devonport.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130045,DESCofMFleet-OuterOffice@mod.uk,170311,24541722,1,N/D,,,Military,,1
171090,N/D,OF-6,Head Customer Support Team (Fleet),The CST(Fleet) team consists of a Joint Business Agreement (JBA) team responsible for the development and delivery of the Navy Command JBA; monitoring and reporting of Maritime Performance and Risk against JBA metrics; and an Operations Cell responsible for providing 24/7 focal point for Defect Management and Crisis Response in support of Navy Command.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130045,DESCofMFleet-OuterOffice@mod.uk,24359,16915696,1,N/D,,,Military,Staff reflected under Head Customer Support (Air),1
190185,Chris Mace,SCS2,Director Defence Support Review,"The Defence Support Review team is responsible for leading a study into Defence Support for the Strategic Defence and Security Review (SDSR), focusing particularly on where savings could be made within; Training, Equipment, People, Information, Doctrine and Concepts, Organisation, Infrastructure and Logistics. This study will investigate further radical options (including industry and international) for significantly reducing total end-to-end support and logistics costs through transformed support arrangements, changes to wider planning assumptions and capability assumptions, and efficiencies. This study is responsible for ensuring that realistic support savings identified in previous studies are implemented, and that support savings in other SDSR work streams and the current financial Planning Round are captured and clearly articulated.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130003,DESCDM-OuterOffice@mod.uk,170311,0,1,125000,129999,,Planning,"Singleton post, no staff associated. Also filing post of Director Transformation Implementation in Central Top Level Budget.",1
